year,stage,home_team,away_team,home_goals,away_goals,host,home_continent,away_continent
2014,Group Stage,Honduras,Ecuador,1,2,Brazil,North America,South America
2014,Group Stage,France,Ecuador,0,0,Brazil,Europe,South America
2014,Group Stage,Honduras,Switzerland,0,3,Brazil,North America,Europe
2014,Group Stage,Argentina,Bosnia,2,1,Brazil,South America,Europe
2014,Group Stage,Iran,Nigeria,0,0,Brazil,Asia,Africa
2014,Group Stage,Argentina,Iran,1,0,Brazil,South America,Asia
2014,Group Stage,Nigeria,Bosnia,1,0,Brazil,Africa,Europe
2014,Group Stage,Argentina,Nigeria,3,2,Brazil,South America,Africa
2014,Group Stage,Bosnia,Iran,3,1,Brazil,Europe,Asia
2014,Group Stage,Germany,Portugal,4,0,Brazil,Europe,Europe
2014,Group Stage,Ghana,United States,1,2,Brazil,Africa,North America
2014,Group Stage,Germany,Ghana,2,2,Brazil,Europe,Africa
2014,Group Stage,United States,Portugal,2,2,Brazil,North America,Europe
2014,Group Stage,Germany,United States,1,0,Brazil,Europe,North America
2014,Group Stage,Portugal,Ghana,2,1,Brazil,Europe,Africa
2014,Group Stage,Belgium,Algeria,2,1,Brazil,Europe,Africa
2014,Group Stage,Russia,South Korea,1,1,Brazil,Europe,Asia
2014,Group Stage,Belgium,Russia,1,0,Brazil,Europe,Europe
2014,Group Stage,South Korea,Algeria,2,4,Brazil,Asia,Africa
2014,Group Stage,Belgium,South Korea,1,0,Brazil,Europe,Asia
2014,Group Stage,Algeria,Russia,1,1,Brazil,Africa,Europe
2014,Round of 16,Brazil,Chile,1,1,Brazil,South America,South America
2014,Round of 16,Colombia,Uruguay,2,0,Brazil,South America,South America
2014,Round of 16,Netherlands,Mexico,2,1,Brazil,Europe,North America
2014,Round of 16,Costa Rica,Greece,1,1,Brazil,North America,Europe
2014,Round of 16,France,Nigeria,2,0,Brazil,Europe,Africa
2014,Round of 16,Germany,Algeria,2,1,Brazil,Europe,Africa
2014,Round of 16,Argentina,Switzerland,1,0,Brazil,South America,Europe
2014,Round of 16,Belgium,United States,2,1,Brazil,Europe,North America
2014,Quarter-finals,Brazil,Colombia,2,1,Brazil,South America,South America
2014,Quarter-finals,France,Germany,0,1,Brazil,Europe,Europe
2014,Quarter-finals,Netherlands,Costa Rica,0,0,Brazil,Europe,North America
2014,Quarter-finals,Argentina,Belgium,1,0,Brazil,South America,Europe
2014,Semi-finals,Brazil,Germany,1,7,Brazil,South America,Europe
2014,Semi-finals,Netherlands,Argentina,0,0,Brazil,Europe,South America
2014,Final,Germany,Argentina,1,0,Brazil,Europe,South America
2014,Third place,Brazil,Netherlands,0,3,Brazil,South America,Europe
2018,Group Stage,Russia,Saudi Arabia,5,0,Russia,Europe,Asia
2018,Group Stage,Egypt,Uruguay,0,1,Russia,Africa,South America
2018,Group Stage,Russia,Egypt,3,1,Russia,Europe,Africa
2018,Group Stage,Uruguay,Saudi Arabia,1,0,Russia,South America,Asia
2018,Group Stage,Russia,Uruguay,0,3,Russia,Europe,South America
2018,Group Stage,Saudi Arabia,Egypt,2,1,Russia,Asia,Africa
2018,Group Stage,Portugal,Spain,3,3,Russia,Europe,Europe
2018,Group Stage,Morocco,Iran,0,1,Russia,Africa,Asia
2018,Group Stage,Portugal,Morocco,1,0,Russia,Europe,Africa
2018,Group Stage,Spain,Iran,1,0,Russia,Europe,Asia
2018,Group Stage,Portugal,Iran,1,1,Russia,Europe,Asia
2018,Group Stage,Spain,Morocco,2,2,Russia,Europe,Africa
2018,Group Stage,France,Australia,2,1,Russia,Europe,Oceania
2018,Group Stage,Peru,Denmark,0,1,Russia,South America,Europe
2018,Group Stage,France,Peru,1,0,Russia,Europe,South America
2018,Group Stage,Denmark,Australia,1,1,Russia,Europe,Oceania
2018,Group Stage,France,Denmark,0,0,Russia,Europe,Europe
2018,Group Stage,Australia,Peru,0,2,Russia,Oceania,South America
2018,Group Stage,Argentina,Iceland,1,1,Russia,South America,Europe
2018,Group Stage,Croatia,Nigeria,2,0,Russia,Europe,Africa
2018,Group Stage,Argentina,Croatia,0,3,Russia,South America,Europe
2018,Group Stage,Nigeria,Iceland,2,0,Russia,Africa,Europe
2018,Group Stage,Argentina,Nigeria,2,1,Russia,South America,Africa
2018,Group Stage,Croatia,Iceland,2,1,Russia,Europe,Europe
2018,Group Stage,Brazil,Switzerland,1,1,Russia,South America,Europe
2018,Group Stage,Costa Rica,Serbia,0,1,Russia,North America,Europe
2018,Group Stage,Brazil,Costa Rica,2,0,Russia,South America,North America
2018,Group Stage,Serbia,Switzerland,1,2,Russia,Europe,Europe
2018,Group Stage,Brazil,Serbia,2,0,Russia,South America,Europe
2018,Group Stage,Switzerland,Costa Rica,2,2,Russia,Europe,North America
2018,Group Stage,Germany,Mexico,0,1,Russia,Europe,North America
2018,Group Stage,Sweden,South Korea,1,0,Russia,Europe,Asia
2018,Group Stage,Germany,Sweden,2,1,Russia,Europe,Europe
2018,Group Stage,South Korea,Mexico,1,2,Russia,Asia,North America
2018,Group Stage,Germany,South Korea,0,2,Russia,Europe,Asia
2018,Group Stage,Sweden,Mexico,3,0,Russia,Europe,North America
2018,Group Stage,Belgium,Panama,3,0,Russia,Europe,North America
2018,Group Stage,Tunisia,England,1,2,Russia,Africa,Europe
2018,Group Stage,Belgium,Tunisia,5,2,Russia,Europe,Africa
2018,Group Stage,England,Panama,6,1,Russia,Europe,North America
2018,Group Stage,England,Belgium,0,1,Russia,Europe,Europe
2018,Group Stage,Panama,Tunisia,1,2,Russia,North America,Africa
2018,Group Stage,Japan,Colombia,2,1,Russia,Asia,South America
2018,Group Stage,Poland,Senegal,1,2,Russia,Europe,Africa
2018,Group Stage,Japan,Senegal,2,2,Russia,Asia,Africa
2018,Group Stage,Colombia,Poland,3,0,Russia,South America,Europe
2018,Group Stage,Japan,Poland,0,1,Russia,Asia,Europe
2018,Group Stage,Colombia,Senegal,1,0,Russia,South America,Africa
2018,Round of 16,France,Argentina,4,3,Russia,Europe,South America
2018,Round of 16,Uruguay,Portugal,2,1,Russia,South America,Europe
2018,Round of 16,Spain,Russia,1,1,Russia,Europe,Europe
2018,Round of 16,Croatia,Denmark,1,1,Russia,Europe,Europe
2018,Round of 16,Brazil,Mexico,2,0,Russia,South America,North America
2018,Round of 16,Belgium,Japan,3,2,Russia,Europe,Asia
2018,Round of 16,Sweden,Switzerland,1,0,Russia,Europe,Europe
2018,Round of 16,Colombia,England,1,1,Russia,South America,Europe
2018,Quarter-finals,France,Uruguay,2,0,Russia,Europe,South America
2018,Quarter-finals,Brazil,Belgium,1,2,Russia,South America,Europe
2018,Quarter-finals,Sweden,England,0,2,Russia,Europe,Europe
2018,Quarter-finals,Russia,Croatia,2,2,Russia,Europe,Europe
2018,Semi-finals,France,Belgium,1,0,Russia,Europe,Europe
2018,Semi-finals,Croatia,England,2,1,Russia,Europe,Europe
2018,Final,France,Croatia,4,2,Russia,Europe,Europe
2018,Third place,Belgium,England,2,0,Russia,Europe,Europe
2022,Group Stage,Qatar,Ecuador,0,2,Qatar,Asia,South America
2022,Group Stage,Senegal,Netherlands,0,2,Qatar,Africa,Europe
2022,Group Stage,Qatar,Senegal,1,3,Qatar,Asia,Africa
2022,Group Stage,Netherlands,Ecuador,1,1,Qatar,Europe,South America
2022,Group Stage,Netherlands,Qatar,2,0,Qatar,Europe,Asia
2022,Group Stage,Ecuador,Senegal,1,2,Qatar,South America,Africa
2022,Group Stage,England,Iran,6,2,Qatar,Europe,Asia
2022,Group Stage,United States,Wales,1,1,Qatar,North America,Europe
2022,Group Stage,England,United States,0,0,Qatar,Europe,North America
2022,Group Stage,Wales,Iran,0,2,Qatar,Europe,Asia
2022,Group Stage,England,Wales,3,0,Qatar,Europe,Europe
2022,Group Stage,Iran,United States,0,1,Qatar,Asia,North America
2022,Group Stage,France,Australia,4,1,Qatar,Europe,Oceania
2022,Group Stage,Denmark,Tunisia,0,0,Qatar,Europe,Africa
2022,Group Stage,France,Denmark,2,1,Qatar,Europe,Europe
2022,Group Stage,Tunisia,Australia,0,1,Qatar,Africa,Oceania
2022,Group Stage,France,Tunisia,0,1,Qatar,Europe,Africa
2022,Group Stage,Australia,Denmark,1,0,Qatar,Oceania,Europe
2022,Group Stage,Argentina,Saudi Arabia,1,2,Qatar,South America,Asia
2022,Group Stage,Mexico,Poland,0,0,Qatar,North America,Europe
2022,Group Stage,Argentina,Mexico,2,0,Qatar,South America,North America
2022,Group Stage,Poland,Saudi Arabia,2,0,Qatar,Europe,Asia
2022,Group Stage,Poland,Argentina,0,2,Qatar,Europe,South America
2022,Group Stage,Saudi Arabia,Mexico,1,2,Qatar,Asia,North America
2022,Group Stage,Germany,Japan,1,2,Qatar,Europe,Asia
2022,Group Stage,Spain,Costa Rica,7,0,Qatar,Europe,North America
2022,Group Stage,Germany,Spain,1,1,Qatar,Europe,Europe
2022,Group Stage,Japan,Costa Rica,0,1,Qatar,Asia,North America
2022,Group Stage,Japan,Spain,2,1,Qatar,Asia,Europe
2022,Group Stage,Costa Rica,Germany,2,4,Qatar,North America,Europe
2022,Group Stage,Belgium,Canada,1,0,Qatar,Europe,North America
2022,Group Stage,Morocco,Croatia,0,0,Qatar,Africa,Europe
2022,Group Stage,Belgium,Morocco,0,2,Qatar,Europe,Africa
2022,Group Stage,Croatia,Canada,4,1,Qatar,Europe,North America
2022,Group Stage,Croatia,Belgium,0,0,Qatar,Europe,Europe
2022,Group Stage,Canada,Morocco,1,2,Qatar,North America,Africa
2022,Group Stage,Switzerland,Cameroon,1,0,Qatar,Europe,Africa
2022,Group Stage,Brazil,Serbia,2,0,Qatar,South America,Europe
2022,Group Stage,Switzerland,Brazil,0,1,Qatar,Europe,South America
2022,Group Stage,Cameroon,Serbia,3,3,Qatar,Africa,Europe
2022,Group Stage,Switzerland,Serbia,3,2,Qatar,Europe,Europe
2022,Group Stage,Cameroon,Brazil,1,0,Qatar,Africa,South America
2022,Group Stage,Portugal,Ghana,3,2,Qatar,Europe,Africa
2022,Group Stage,Uruguay,South Korea,0,0,Qatar,South America,Asia
2022,Group Stage,Portugal,Uruguay,2,0,Qatar,Europe,South America
2022,Group Stage,South Korea,Ghana,2,3,Qatar,Asia,Africa
2022,Group Stage,Portugal,South Korea,1,2,Qatar,Europe,Asia
2022,Group Stage,Ghana,Uruguay,0,2,Qatar,Africa,South America
2022,Round of 16,Netherlands,United States,3,1,Qatar,Europe,North America
2022,Round of 16,Argentina,Australia,2,1,Qatar,South America,Oceania
2022,Round of 16,France,Poland,3,1,Qatar,Europe,Europe
2022,Round of 16,England,Senegal,3,0,Qatar,Europe,Africa
2022,Round of 16,Japan,Croatia,1,1,Qatar,Asia,Europe
2022,Round of 16,Brazil,South Korea,4,1,Qatar,South America,Asia
2022,Round of 16,Morocco,Spain,0,0,Qatar,Africa,Europe
2022,Round of 16,Portugal,Switzerland,6,1,Qatar,Europe,Europe
2022,Quarter-finals,Netherlands,Argentina,2,2,Qatar,Europe,South America
2022,Quarter-finals,Croatia,Brazil,1,1,Qatar,Europe,South America
2022,Quarter-finals,England,France,1,2,Qatar,Europe,Europe
2022,Quarter-finals,Morocco,Portugal,1,0,Qatar,Africa,Europe
2022,Semi-finals,Argentina,Croatia,3,0,Qatar,South America,Europe
2022,Semi-finals,France,Morocco,2,0,Qatar,Europe,Africa
2022,Final,Argentina,France,3,3,Qatar,South America,Europe
2022,Third place,Croatia,Morocco,2,1,Qatar,Europe,Africa
